DomainID	PDB	SCOPID	SCOPClass	Length	Suprekingdom	TaxaID	TaxaName
d1w53a_	1w53	a.186.1.2	All alpha	84	bacteria	1423	Bacillus subtilis
d1w66a1	1w66	d.104.1.3	Alpha and beta (a+b)	216	bacteria	83332	Mycobacterium tuberculosis H37Rv
d1w6sa_	1w6s	b.70.1.1	All beta	595	bacteria	408	Methylorubrum extorquens
d1w6sb_	1w6s	a.137.2.1	All alpha	72	bacteria	408	Methylorubrum extorquens
d1w7ca2	1w7c	d.17.2.1	Alpha and beta (a+b)	127	eukaryota	4922	Komagataella pastoris
d1w85i_	1w85	a.9.1.1	All alpha	42	bacteria	1422	Geobacillus stearothermophilus
d1wb9a1	1wb9	a.113.1.1	All alpha	297	bacteria	562	Escherichia coli
d1wb9a3	1wb9	c.55.6.1	Alpha and beta (a/b)	153	bacteria	562	Escherichia coli
d1wb9a4	1wb9	d.75.2.1	Alpha and beta (a+b)	115	bacteria	562	Escherichia coli
d1wcwa_	1wcw	c.113.1.1	Alpha and beta (a/b)	254	bacteria	274	Thermus thermophilus
d1wd3a2	1wd3	b.42.8.1	All beta	162	eukaryota	40384	Aspergillus kawachii
d1wdda1	1wdd	c.1.14.1	Alpha and beta (a/b)	325	eukaryota	39947	Oryza sativa Japonica Group
d1wdda2	1wdd	d.58.9.1	Alpha and beta (a+b)	140	eukaryota	39947	Oryza sativa Japonica Group
d1weha_	1weh	c.129.1.1	Alpha and beta (a/b)	171	bacteria	300852	Thermus thermophilus HB8
d1whia_	1whi	b.39.1.1	All beta	122	bacteria	1422	Geobacillus stearothermophilus
d1whza_	1whz	d.50.3.2	Alpha and beta (a+b)	70	bacteria	274	Thermus thermophilus
d1wjxa_	1wjx	b.111.1.1	All beta	112	bacteria	274	Thermus thermophilus
d1wlga_	1wlg	b.152.1.1	All beta	293	bacteria	90371	Salmonella enterica subsp. enterica serovar Typhimurium
d1wn2a_	1wn2	c.131.1.0	Alpha and beta (a/b)	118	archaea	70601	Pyrococcus horikoshii OT3
d1wnaa_	1wna	d.319.1.1	Alpha and beta (a+b)	127	bacteria	300852	Thermus thermophilus HB8
d1wnya_	1wny	b.51.1.1	All beta	180	bacteria	274	Thermus thermophilus
d1wpba_	1wpb	a.233.1.1	All alpha	168	bacteria	562	Escherichia coli
d1wpna_	1wpn	c.107.1.1	Alpha and beta (a/b)	187	bacteria	1423	Bacillus subtilis
d1wqga_	1wqg	d.67.3.1	Alpha and beta (a+b)	184	bacteria	1773	Mycobacterium tuberculosis
d1wqjb1	1wqj	g.3.9.1	Small proteins	80	eukaryota	9606	Homo sapiens
d1wtja_	1wtj	c.122.1.0	Alpha and beta (a/b)	332	bacteria	323	Pseudomonas syringae pv. tomato
d1wu9a1	1wu9	a.245.1.1	All alpha	59	eukaryota	9606	Homo sapiens
d1wuba_	1wub	b.61.6.1	All beta	176	bacteria	274	Thermus thermophilus
d1wuil_	1wui	e.18.1.1	Multi-domain proteins (alpha and beta)	534	bacteria	883	Desulfovibrio vulgaris str. 'Miyazaki F'
d1wuis_	1wui	e.19.1.1	Multi-domain proteins (alpha and beta)	267	bacteria	883	Desulfovibrio vulgaris str. 'Miyazaki F'
d1wvqa_	1wvq	d.256.1.0	Alpha and beta (a+b)	163	archaea	13773	Pyrobaculum aerophilum
d1wy5a2	1wy5	d.229.1.1	Alpha and beta (a+b)	95	bacteria	63363	Aquifex aeolicus
d1wy6a_	1wy6	a.118.20.1	All alpha	159	archaea	111955	Sulfurisphaera tokodaii
d1x2ia1	1x2i	a.60.2.5	All alpha	68	archaea	2261	Pyrococcus furiosus
d1x38a2	1x38	c.23.11.1	Alpha and beta (a/b)	214	eukaryota	4513	Hordeum vulgare
d1x3la_	1x3l	c.118.1.0	Alpha and beta (a/b)	436	archaea	70601	Pyrococcus horikoshii OT3
d1x6oa1	1x6o	b.34.5.2	All beta	64	eukaryota	5660	Leishmania braziliensis
d1x8qa_	1x8q	b.60.1.1	All beta	184	eukaryota	13249	Rhodnius prolixus
d1x91a_	1x91	a.29.6.1	All alpha	149	eukaryota	3702	Arabidopsis thaliana
d1x9da_	1x9d	a.102.2.1	All alpha	451	eukaryota	9606	Homo sapiens
d1x9za_	1x9z	d.292.1.1	Alpha and beta (a+b)	182	bacteria	562	Escherichia coli
d1xaka_	1xak	b.1.24.1	All beta	68	viruses	694009	Severe acute respiratory syndrome-related coronavirus
d1xbia1	1xbi	d.79.3.1	Alpha and beta (a+b)	115	archaea	2190	Methanocaldococcus jannaschii
d1xdna_	1xdn	d.142.2.4	Alpha and beta (a+b)	265	eukaryota	5691	Trypanosoma brucei
d1xeoa_	1xeo	d.167.1.1	Alpha and beta (a+b)	165	bacteria	469008	Escherichia coli BL21(DE3)
d1xg0a_	1xg0	d.184.1.1	Alpha and beta (a+b)	76	eukaryota	79257	Rhodomonas sp. CS24
d1xkpb1	1xkp	d.198.1.1	Alpha and beta (a+b)	121	bacteria	632	Yersinia pestis
d1xkra_	1xkr	d.252.1.1	Alpha and beta (a+b)	205	bacteria	2336	Thermotoga maritima
d1xlya_	1xly	a.232.1.1	All alpha	224	eukaryota	4932	Saccharomyces cerevisiae
d1xm3a_	1xm3	c.1.31.1	Alpha and beta (a/b)	244	bacteria	1423	Bacillus subtilis
d1xmba2	1xmb	d.58.19.1	Alpha and beta (a+b)	102	eukaryota	3702	Arabidopsis thaliana
d1xmka1	1xmk	a.4.5.19	All alpha	73	eukaryota	9606	Homo sapiens
d1xppa_	1xpp	d.74.3.2	Alpha and beta (a+b)	99	archaea	2303	Thermoplasma acidophilum
d1xqoa_	1xqo	a.96.1.6	All alpha	253	archaea	13773	Pyrobaculum aerophilum
d1xsva_	1xsv	a.4.13.3	All alpha	106	bacteria	46170	Staphylococcus aureus subsp. aureus
d1xsza2	1xsz	d.129.9.1	Alpha and beta (a+b)	157	bacteria	446	Legionella pneumophila
d1xu1r_	1xu1	g.24.1.2	Small proteins	38	eukaryota	10090	Mus musculus
d1xuba1	1xub	d.21.1.2	Alpha and beta (a+b)	128	bacteria	294	Pseudomonas fluorescens
d1xvsa_	1xvs	b.1.23.1	All beta	124	bacteria	666	Vibrio cholerae
d1y02a1	1y02	a.140.2.1	All alpha	44	eukaryota	9606	Homo sapiens
d1y0na_	1y0n	d.291.1.1	Alpha and beta (a+b)	71	bacteria	208964	Pseudomonas aeruginosa PAO1
d1y0pa3	1y0p	d.168.1.1	Alpha and beta (a+b)	146	bacteria	56812	Shewanella frigidimarina
d1y6xa1	1y6x	a.204.1.4	All alpha	87	bacteria	1773	Mycobacterium tuberculosis
d1y9ia_	1y9i	a.195.1.1	All alpha	159	bacteria	1639	Listeria monocytogenes
d1yb3a1	1yb3	d.296.1.2	Alpha and beta (a+b)	166	archaea	2261	Pyrococcus furiosus
d1yc9a_	1yc9	f.5.1.0	Membrane and cell surface proteins and peptides	411	bacteria	666	Vibrio cholerae
d1yfqa_	1yfq	b.69.4.2	All beta	342	eukaryota	4932	Saccharomyces cerevisiae
d1yfsa1	1yfs	a.203.1.1	All alpha	212	bacteria	63363	Aquifex aeolicus
d1yk4a_	1yk4	g.41.5.1	Small proteins	52	archaea	29292	Pyrococcus abyssi
d1ylxa1	1ylx	d.82.5.1	Alpha and beta (a+b)	100	bacteria	1422	Geobacillus stearothermophilus
d1yoza1	1yoz	a.253.1.1	All alpha	111	archaea	2234	Archaeoglobus fulgidus
d1yt3a1	1yt3	a.60.8.3	All alpha	101	bacteria	562	Escherichia coli
d1yu0a1	1yu0	b.163.1.1	All beta	166	viruses	194699	Bordetella virus BPP1
d1yu5x_	1yu5	a.14.1.1	All alpha	67	eukaryota	9031	Gallus gallus
d1yvra1	1yvr	a.118.25.1	All alpha	346	eukaryota	8355	Xenopus laevis
d1yzya1	1yzy	c.146.1.1	Alpha and beta (a/b)	412	bacteria	727	Haemophilus influenzae
d1z0jb1	1z0j	a.2.19.1	All alpha	51	eukaryota	10090	Mus musculus
d1z0pa1	1z0p	a.2.18.1	All alpha	73	bacteria	160490	Streptococcus pyogenes M1 GAS
d1z0wa_	1z0w	d.14.1.0	Alpha and beta (a+b)	203	archaea	2234	Archaeoglobus fulgidus
d1z2ua1	1z2u	d.20.1.1	Alpha and beta (a+b)	147	eukaryota	6239	Caenorhabditis elegans
d1z3eb1	1z3e	a.60.3.1	All alpha	67	bacteria	1423	Bacillus subtilis
d1z3xa2	1z3x	a.261.1.1	All alpha	148	bacteria	146786	Thermosynechococcus elongatus
d1z67a1	1z67	a.259.1.1	All alpha	127	bacteria	198215	Shigella flexneri 2a str. 2457T
d1z8ga2	1z8g	d.170.1.2	Alpha and beta (a+b)	110	eukaryota	9606	Homo sapiens
d1z9ta_	1z9t	d.194.1.2	Alpha and beta (a+b)	240	bacteria	562	Escherichia coli
d1zata2	1zat	d.335.1.1	Alpha and beta (a+b)	122	bacteria	1352	Enterococcus faecium
d1zava1	1zav	d.58.62.1	Alpha and beta (a+b)	177	bacteria	2336	Thermotoga maritima
d1zbpa1	1zbp	e.61.1.1	Multi-domain proteins (alpha and beta)	264	bacteria	223926	Vibrio parahaemolyticus RIMD 2210633
d1zcea1	1zce	b.122.1.8	All beta	146	bacteria	176299	Agrobacterium fabrum str. C58
d1zd0a1	1zd0	d.329.1.1	Alpha and beta (a+b)	136	archaea	2261	Pyrococcus furiosus
d1zela2	1zel	d.377.1.1	Alpha and beta (a+b)	209	bacteria	83332	Mycobacterium tuberculosis H37Rv
d1zgka1	1zgk	b.68.11.1	All beta	288	eukaryota	9606	Homo sapiens
d1zhxa_	1zhx	d.338.1.1	Alpha and beta (a+b)	436	eukaryota	4932	Saccharomyces cerevisiae
d1zina2	1zin	g.41.2.1	Small proteins	35	bacteria	1422	Geobacillus stearothermophilus
d1zjca1	1zjc	e.60.1.1	Multi-domain proteins (alpha and beta)	413	bacteria	196620	Staphylococcus aureus subsp. aureus MW2
d1zkea1	1zke	a.30.6.1	All alpha	79	bacteria	85962	Helicobacter pylori 26695
d1zl0a1	1zl0	c.8.10.1	Alpha and beta (a/b)	138	bacteria	287	Pseudomonas aeruginosa
d1zmec1	1zme	g.38.1.1	Small proteins	36	eukaryota	4932	Saccharomyces cerevisiae
d1zoqc_	1zoq	a.153.1.1	All alpha	47	eukaryota	9606	Homo sapiens
d1zpsa1	1zps	b.168.1.1	All beta	124	archaea	145262	Methanothermobacter thermautotrophicus
d1zsoa1	1zso	b.166.1.1	All beta	156	eukaryota	5833	Plasmodium falciparum
d1zt3a_	1zt3	g.28.1.1	Small proteins	80	eukaryota	9606	Homo sapiens
d1zzka_	1zzk	d.51.1.0	Alpha and beta (a+b)	80	eukaryota	9606	Homo sapiens
d2a1va1	2a1v	d.198.3.1	Alpha and beta (a+b)	131	bacteria	1299	Deinococcus radiodurans
d2a26a1	2a26	a.2.16.1	All alpha	47	eukaryota	9606	Homo sapiens
d2a2la1	2a2l	d.110.9.1	Alpha and beta (a+b)	142	bacteria	573	Klebsiella pneumoniae
d2a65a1	2a65	f.54.1.1	Membrane and cell surface proteins and peptides	507	bacteria	224324	Aquifex aeolicus VF5
d2a90a1	2a90	d.289.1.1	Alpha and beta (a+b)	80	eukaryota	7227	Drosophila melanogaster
d2a9da2	2a9d	d.176.1.1	Alpha and beta (a+b)	246	eukaryota	9031	Gallus gallus
d2a9sa1	2a9s	c.51.5.1	Alpha and beta (a/b)	167	bacteria	176299	Agrobacterium fabrum str. C58
d2a9ua1	2a9u	a.118.23.1	All alpha	134	eukaryota	9606	Homo sapiens
d2aefa2	2aef	d.286.1.1	Alpha and beta (a+b)	92	archaea	145262	Methanothermobacter thermautotrophicus
d2ag4a_	2ag4	b.95.1.1	All beta	164	eukaryota	9606	Homo sapiens
d2ahma1	2ahm	a.8.9.1	All alpha	73	viruses	694009	Severe acute respiratory syndrome-related coronavirus
d2aiba_	2aib	a.134.1.1	All alpha	98	eukaryota	4785	Phytophthora cinnamomi
d2aj7a1	2aj7	b.158.1.1	All beta	148	bacteria	86665	Bacillus halodurans
d2ap3a1	2ap3	a.24.27.1	All alpha	180	bacteria	196620	Staphylococcus aureus subsp. aureus MW2
d2apla1	2apl	a.258.1.1	All alpha	149	bacteria	242619	Porphyromonas gingivalis W83
d2apob_	2apo	g.41.16.1	Small proteins	55	archaea	2190	Methanocaldococcus jannaschii
d2arca_	2arc	b.82.4.1	All beta	161	bacteria	562	Escherichia coli
d2asba2	2asb	d.52.3.1	Alpha and beta (a+b)	79	bacteria	1773	Mycobacterium tuberculosis
d2aska_	2ask	g.17.1.0	Small proteins	101	eukaryota	9606	Homo sapiens
d2au5a1	2au5	a.244.1.1	All alpha	128	bacteria	226185	Enterococcus faecalis V583
d2auwa2	2auw	d.331.1.1	Alpha and beta (a+b)	84	bacteria	915	Nitrosomonas europaea
d2axwa1	2axw	b.2.3.2	All beta	121	bacteria	562	Escherichia coli
d2ayda_	2ayd	g.79.1.0	Small proteins	76	eukaryota	3702	Arabidopsis thaliana
d2b0aa1	2b0a	c.8.8.1	Alpha and beta (a/b)	186	archaea	2190	Methanocaldococcus jannaschii
d2b1ya1	2b1y	b.156.1.1	All beta	101	bacteria	176299	Agrobacterium fabrum str. C58
d2b59b2	2b59	b.3.2.2	All beta	96	bacteria	203119	Hungateiclostridium thermocellum ATCC 27405
d2b97a_	2b97	b.138.1.1	All beta	70	eukaryota	51453	Trichoderma reesei
d2baya_	2bay	g.44.1.2	Small proteins	56	eukaryota	4932	Saccharomyces cerevisiae
d2bfdb2	2bfd	c.48.1.2	Alpha and beta (a/b)	138	eukaryota	9606	Homo sapiens
d2bhua2	2bhu	b.71.1.1	All beta	72	bacteria	243230	Deinococcus radiodurans R1
d2bjqa1	2bjq	b.169.1.1	All beta	170	eukaryota	6253	Ascaris suum
d2bkya_	2bky	d.68.6.1	Alpha and beta (a+b)	89	archaea	273057	Saccharolobus solfataricus P2
d2bl8a1	2bl8	a.29.8.2	All alpha	93	bacteria	1352	Enterococcus faecium
d2blna1	2bln	b.46.1.1	All beta	101	bacteria	562	Escherichia coli
d2blna2	2bln	c.65.1.1	Alpha and beta (a/b)	197	bacteria	562	Escherichia coli
d2bogx_	2bog	c.6.1.1	Alpha and beta (a/b)	280	bacteria	2021	Thermobifida fusca
d2bopa_	2bop	d.58.8.1	Alpha and beta (a+b)	85	viruses	337052	Deltapapillomavirus 4
d2btia_	2bti	b.151.1.1	All beta	58	bacteria	630	Yersinia enterocolitica
d2bv4a_	2bv4	b.115.1.0	All beta	113	bacteria	536	Chromobacterium violaceum
d2bw3a1	2bw3	a.270.1.1	All alpha	84	eukaryota	7370	Musca domestica
d2bz1a_	2bz1	c.144.1.1	Alpha and beta (a/b)	173	bacteria	562	Escherichia coli
d2c0ga1	2c0g	a.71.1.0	All alpha	106	eukaryota	7227	Drosophila melanogaster
d2c2aa1	2c2a	a.30.2.1	All alpha	89	bacteria	2336	Thermotoga maritima
d2c60a1	2c60	d.15.2.2	Alpha and beta (a+b)	80	eukaryota	9606	Homo sapiens
d2c6qa_	2c6q	c.1.5.0	Alpha and beta (a/b)	328	eukaryota	9606	Homo sapiens
d2c71a1	2c71	c.6.2.3	Alpha and beta (a/b)	204	bacteria	1515	Hungateiclostridium thermocellum
d2c9wa1	2c9w	a.271.1.1	All alpha	50	eukaryota	9606	Homo sapiens
d2ca5a1	2ca5	a.2.20.1	All alpha	59	bacteria	623	Shigella flexneri
d2cara1	2car	c.51.4.1	Alpha and beta (a/b)	194	eukaryota	9606	Homo sapiens
d2cb8a_	2cb8	a.11.1.1	All alpha	86	eukaryota	9606	Homo sapiens
d2cc6a_	2cc6	d.230.2.1	Alpha and beta (a+b)	64	archaea	478009	Halobacterium salinarum R1
d2ccva1	2ccv	b.154.1.1	All beta	99	eukaryota	6536	Helix pomatia
d2cg7a1	2cg7	g.27.1.1	Small proteins	43	eukaryota	9606	Homo sapiens
d2choa1	2cho	a.246.1.1	All alpha	154	bacteria	226186	Bacteroides thetaiotaomicron VPI-5482
d2ci1a_	2ci1	d.126.1.0	Alpha and beta (a+b)	275	eukaryota	9913	Bos taurus
d2ciwa1	2ciw	a.39.3.1	All alpha	299	eukaryota	5474	Leptoxyphium fumago
d2cnqa_	2cnq	d.143.1.1	Alpha and beta (a+b)	301	eukaryota	4932	Saccharomyces cerevisiae
d2cs7a1	2cs7	d.9.2.1	Alpha and beta (a+b)	55	bacteria	1313	Streptococcus pneumoniae
d2csba5	2csb	a.267.1.1	All alpha	291	archaea	2320	Methanopyrus kandleri
d2cu2a1	2cu2	b.81.4.1	All beta	67	bacteria	300852	Thermus thermophilus HB8
d2cvea2	2cve	d.58.11.2	Alpha and beta (a+b)	67	bacteria	300852	Thermus thermophilus HB8
d2cwya1	2cwy	a.246.2.1	All alpha	94	bacteria	300852	Thermus thermophilus HB8
d2cx1a2	2cx1	d.17.6.4	Alpha and beta (a+b)	184	archaea	272557	Aeropyrum pernix K1
d2cxya_	2cxy	a.4.3.1	All alpha	114	eukaryota	9606	Homo sapiens
d2cyja1	2cyj	c.103.1.1	Alpha and beta (a/b)	118	archaea	70601	Pyrococcus horikoshii OT3
d2czra1	2czr	c.52.4.1	Alpha and beta (a/b)	218	archaea	69014	Thermococcus kodakarensis KOD1
d2czvc1	2czv	d.58.59.1	Alpha and beta (a+b)	118	archaea	53953	Pyrococcus horikoshii
d2d00a1	2d00	c.149.1.1	Alpha and beta (a/b)	104	bacteria	274	Thermus thermophilus
d2d0oa1	2d0o	c.8.6.1	Alpha and beta (a/b)	162	bacteria	571	Klebsiella oxytoca
d2d1sa_	2d1s	e.23.1.1	Multi-domain proteins (alpha and beta)	539	eukaryota	7051	Luciola cruciata
d2d28c1	2d28	d.52.10.1	Alpha and beta (a+b)	144	bacteria	339	Xanthomonas campestris
d2d8da1	2d8d	a.130.1.1	All alpha	80	bacteria	300852	Thermus thermophilus HB8
d2d9ra1	2d9r	b.129.2.1	All beta	85	bacteria	242619	Porphyromonas gingivalis W83
d2db7a1	2db7	a.273.1.1	All alpha	55	eukaryota	9606	Homo sapiens
d2dbsa1	2dbs	d.374.1.1	Alpha and beta (a+b)	80	bacteria	300852	Thermus thermophilus HB8
d2deja2	2dej	d.58.26.0	Alpha and beta (a+b)	168	archaea	53953	Pyrococcus horikoshii
d2dewx1	2dew	b.2.9.1	All beta	165	eukaryota	9606	Homo sapiens
d2dlba1	2dlb	b.174.1.1	All beta	70	bacteria	1423	Bacillus subtilis
d2dm9a1	2dm9	d.81.4.1	Alpha and beta (a+b)	118	archaea	70601	Pyrococcus horikoshii OT3
d2dpfa_	2dpf	b.78.1.0	All beta	111	eukaryota	4676	Molineria latifolia
d2dpla2	2dpl	d.52.2.0	Alpha and beta (a+b)	119	archaea	70601	Pyrococcus horikoshii OT3
d2dsya1	2dsy	d.304.1.2	Alpha and beta (a+b)	80	bacteria	274	Thermus thermophilus
d2dt8a_	2dt8	c.119.1.0	Alpha and beta (a/b)	280	bacteria	300852	Thermus thermophilus HB8
d2dwka_	2dwk	a.256.1.1	All alpha	162	eukaryota	10090	Mus musculus
d2dxua2	2dxu	b.34.1.1	All beta	43	archaea	53953	Pyrococcus horikoshii
d2e0aa1	2e0a	a.29.5.0	All alpha	165	eukaryota	9606	Homo sapiens
d2e2aa_	2e2a	a.7.2.1	All alpha	104	bacteria	1358	Lactococcus lactis
d2e3ha1	2e3h	b.34.10.1	All beta	71	eukaryota	9606	Homo sapiens
d2e9xa1	2e9x	a.278.1.1	All alpha	144	eukaryota	9606	Homo sapiens
d2e9xb2	2e9x	d.344.1.0	Alpha and beta (a+b)	61	eukaryota	9606	Homo sapiens
d2ebfx1	2ebf	a.296.1.1	All alpha	300	bacteria	747	Pasteurella multocida
d2ebsa1	2ebs	b.69.13.1	All beta	427	eukaryota	203496	Geotrichum sp. M128
d2ed6a1	2ed6	b.170.1.1	All beta	170	viruses	92652	Shrimp white spot syndrome virus
d2enda_	2end	a.18.1.1	All alpha	137	viruses	10665	Escherichia virus T4
d2erla_	2erl	a.10.1.1	All alpha	40	eukaryota	5938	Euplotes raikovi
d2es4d1	2es4	a.137.15.1	All alpha	270	bacteria	337	Burkholderia glumae
d2es9a1	2es9	a.247.1.1	All alpha	97	bacteria	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
d2euca1	2euc	a.249.1.1	All alpha	108	bacteria	1423	Bacillus subtilis
d2f01a_	2f01	b.61.1.1	All beta	121	bacteria	1895	Streptomyces avidinii
d2f22a1	2f22	a.213.1.2	All alpha	141	bacteria	86665	Bacillus halodurans
d2f23a1	2f23	a.2.1.1	All alpha	75	bacteria	262724	Thermus thermophilus HB27
d2f2ba_	2f2b	f.19.1.0	Membrane and cell surface proteins and peptides	245	archaea	79929	Methanothermobacter marburgensis str. Marburg
d2f2ha1	2f2h	b.150.1.1	All beta	108	bacteria	562	Escherichia coli
d2f4ia1	2f4i	b.40.11.1	All beta	176	bacteria	243274	Thermotoga maritima MSB8
d2f4mb_	2f4m	a.189.1.1	All alpha	61	eukaryota	10090	Mus musculus
d2f5tx1	2f5t	b.38.5.1	All beta	92	archaea	2265	Thermococcus litoralis
d2f69a1	2f69	b.76.2.1	All beta	78	eukaryota	9606	Homo sapiens
d2f69a2	2f69	b.85.7.1	All beta	166	eukaryota	9606	Homo sapiens
d2f9ha1	2f9h	b.161.1.1	All beta	121	bacteria	226185	Enterococcus faecalis V583
d2fb5a1	2fb5	d.320.1.1	Alpha and beta (a+b)	201	bacteria	1396	Bacillus cereus
d2fcja1	2fcj	c.136.1.1	Alpha and beta (a/b)	114	bacteria	1422	Geobacillus stearothermophilus
d2fcla1	2fcl	d.218.1.11	Alpha and beta (a+b)	157	bacteria	2336	Thermotoga maritima
d2fcwa1	2fcw	a.13.1.1	All alpha	105	eukaryota	9606	Homo sapiens
d2fcwb1	2fcw	g.12.1.1	Small proteins	39	eukaryota	9606	Homo sapiens
d2fefa1	2fef	a.29.11.1	All alpha	124	bacteria	208964	Pseudomonas aeruginosa PAO1
d2fefa2	2fef	a.254.1.1	All alpha	156	bacteria	208964	Pseudomonas aeruginosa PAO1
d2ffga1	2ffg	d.317.1.1	Alpha and beta (a+b)	78	bacteria	1423	Bacillus subtilis
d2fg1a_	2fg1	c.50.1.2	Alpha and beta (a/b)	157	bacteria	226186	Bacteroides thetaiotaomicron VPI-5482
d2fgga1	2fgg	d.50.5.1	Alpha and beta (a+b)	84	bacteria	1773	Mycobacterium tuberculosis
d2fgqx_	2fgq	f.4.3.1	Membrane and cell surface proteins and peptides	330	bacteria	80866	Delftia acidovorans
d2fhza1	2fhz	d.311.1.1	Alpha and beta (a+b)	83	bacteria	562	Escherichia coli
d2fhzb_	2fhz	d.243.1.2	Alpha and beta (a+b)	93	bacteria	562	Escherichia coli
d2fi0a1	2fi0	a.248.1.1	All alpha	79	bacteria	170187	Streptococcus pneumoniae TIGR4
d2fiya1	2fiy	e.59.1.1	Multi-domain proteins (alpha and beta)	285	bacteria	208964	Pseudomonas aeruginosa PAO1
d2fj8a1	2fj8	g.3.13.1	Small proteins	59	eukaryota	4513	Hordeum vulgare
d2fmaa_	2fma	d.230.3.1	Alpha and beta (a+b)	59	eukaryota	9606	Homo sapiens
d2fpna1	2fpn	d.129.10.1	Alpha and beta (a+b)	205	bacteria	1423	Bacillus subtilis
d2fqma1	2fqm	d.378.1.1	Alpha and beta (a+b)	65	viruses	11277	Vesicular stomatitis Indiana virus
d2fsqa1	2fsq	d.61.1.4	Alpha and beta (a+b)	232	bacteria	176299	Agrobacterium fabrum str. C58
d2fsua1	2fsu	c.67.2.1	Alpha and beta (a/b)	170	bacteria	562	Escherichia coli
d2ftxa1	2ftx	d.300.1.1	Alpha and beta (a+b)	89	eukaryota	4932	Saccharomyces cerevisiae
d2fupa1	2fup	a.47.5.1	All alpha	128	bacteria	287	Pseudomonas aeruginosa
d2fvva1	2fvv	d.113.1.1	Alpha and beta (a+b)	135	eukaryota	9606	Homo sapiens
d2fvya_	2fvy	c.93.1.1	Alpha and beta (a/b)	305	bacteria	562	Escherichia coli
d2fyuk_	2fyu	f.23.15.1	Membrane and cell surface proteins and peptides	53	eukaryota	9913	Bos taurus
d2fyxa1	2fyx	d.58.57.1	Alpha and beta (a+b)	130	bacteria	243230	Deinococcus radiodurans R1
d2fzpa1	2fzp	d.345.1.1	Alpha and beta (a+b)	125	eukaryota	9606	Homo sapiens
d2fzta1	2fzt	a.46.3.1	All alpha	78	bacteria	243274	Thermotoga maritima MSB8
d2g03a1	2g03	a.265.1.1	All alpha	177	bacteria	122586	Neisseria meningitidis MC58
d2g0da_	2g0d	a.102.6.1	All alpha	404	bacteria	1360	Lactococcus lactis subsp. lactis
d2g38a1	2g38	a.25.4.1	All alpha	77	bacteria	83332	Mycobacterium tuberculosis H37Rv
d2g3ra1	2g3r	b.34.9.1	All beta	53	eukaryota	9606	Homo sapiens
d2g50a1	2g50	b.58.1.1	All beta	102	eukaryota	9986	Oryctolagus cuniculus
d2g62a1	2g62	a.268.1.1	All alpha	295	eukaryota	9606	Homo sapiens
d2g7sa2	2g7s	a.121.1.1	All alpha	116	bacteria	176299	Agrobacterium fabrum str. C58
d2gboa1	2gbo	a.23.6.1	All alpha	82	bacteria	226185	Enterococcus faecalis V583
d2geca1	2gec	b.148.1.1	All beta	138	viruses	11120	Infectious bronchitis virus
d2gf4a1	2gf4	a.8.10.1	All alpha	89	archaea	64091	Halobacterium salinarum NRC-1
d2gfqa1	2gfq	c.56.7.1	Alpha and beta (a/b)	274	archaea	70601	Pyrococcus horikoshii OT3
d2ghvc1	2ghv	d.318.1.1	Alpha and beta (a+b)	183	viruses	694009	Severe acute respiratory syndrome-related coronavirus
d2giba1	2gib	d.254.1.2	Alpha and beta (a+b)	97	viruses	694009	Severe acute respiratory syndrome-related coronavirus
d2gjva1	2gjv	d.323.1.2	Alpha and beta (a+b)	134	bacteria	90371	Salmonella enterica subsp. enterica serovar Typhimurium
d2gkga_	2gkg	c.23.1.0	Alpha and beta (a/b)	122	bacteria	34	Myxococcus xanthus
d2goma1	2gom	a.7.17.1	All alpha	61	bacteria	158878	Staphylococcus aureus subsp. aureus Mu50
d2gpia1	2gpi	d.354.1.1	Alpha and beta (a+b)	90	bacteria	323850	Shewanella loihica PV-4
d2grrb_	2grr	a.118.12.1	All alpha	157	eukaryota	9606	Homo sapiens
d2gsva1	2gsv	a.23.7.1	All alpha	67	bacteria	1423	Bacillus subtilis
d2gtia2	2gti	d.294.1.2	Alpha and beta (a+b)	153	viruses	11142	Murine hepatitis virus strain A59
d2guda1	2gud	b.77.3.1	All beta	121	eukaryota	35158	Griffithsia
d2gyka1	2gyk	a.28.2.1	All alpha	83	bacteria	83333	Escherichia coli K-12
d2h1ta1	2h1t	b.178.1.1	All beta	186	bacteria	287	Pseudomonas aeruginosa
d2h1va_	2h1v	c.92.1.1	Alpha and beta (a/b)	309	bacteria	1423	Bacillus subtilis
d2h6fa1	2h6f	a.118.6.1	All alpha	315	eukaryota	9606	Homo sapiens
d2h6fb1	2h6f	a.102.4.3	All alpha	401	eukaryota	9606	Homo sapiens
d2h88d_	2h88	f.21.2.2	Membrane and cell surface proteins and peptides	101	eukaryota	9031	Gallus gallus
d2h8ea_	2h8e	d.79.6.1	Alpha and beta (a+b)	120	bacteria	562	Escherichia coli
d2hbaa1	2hba	d.100.1.1	Alpha and beta (a+b)	52	bacteria	1422	Geobacillus stearothermophilus
d2hdza_	2hdz	a.21.1.1	All alpha	66	eukaryota	9606	Homo sapiens
d2hf1a1	2hf1	b.171.1.1	All beta	59	bacteria	243365	Chromobacterium violaceum ATCC 12472
d2hiya1	2hiy	d.356.1.1	Alpha and beta (a+b)	179	bacteria	170187	Streptococcus pneumoniae TIGR4
